strain	public-identifier	date	region	country	division	location	gisaid-accession
20AC0025448	USA/CA-CZB-14243/2020	2020-08-27	North America	USA	California	Alameda County	EPI_ISL_739427
20AC0024819	USA/CA-CZB-14254/2020	2020-08-27	North America	USA	California	Alameda County	EPI_ISL_739473
20AC0020198	USA/CA-CZB-14332/2020	2020-07-24	North America	USA	California	Alameda County	EPI_ISL_738626
20AC0016434	USA/CA-CZB-14397/2020	2020-07-02	North America	USA	California	Alameda County	EPI_ISL_738577
COVID52-3195	USA/CA-CZB-3899/2020	2020-07-24	North America	USA	California	San Luis Obispo County	EPI_ISL_548519
20SCPH43341	USA/CA-CZB-3829/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548371
20SCPH43328	USA/CA-CZB-3830/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548451
20SCPH46263	USA/CA-CZB-4008/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548643
20SCPH46265	USA/CA-CZB-4010/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548672
2000041331	USA/CA-CZB-29181/2021	2021-03-05	North America	USA	California	?	EPI_ISL_1701146
2000041243	USA/CA-CZB-29275/2021	2021-03-05	North America	USA	California	?	EPI_ISL_1701149
20SCPH46628	USA/CA-CZB-4011/2020	2020-08-01	North America	USA	California	Santa Clara County	EPI_ISL_548624
2000041391	USA/CA-CZB-29241/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701151
2000041339	USA/CA-CZB-29189/2021	2021-03-04	North America	USA	California	?	EPI_ISL_1701152
20AC0024595	USA/CA-CZB-14267/2020	2020-08-25	North America	USA	California	Alameda County	EPI_ISL_739610
20AC0019410	USA/CA-CZB-14347/2020	2020-07-17	North America	USA	California	Alameda County	EPI_ISL_739134
20AC0016387	USA/CA-CZB-14394/2020	2020-07-02	North America	USA	California	Alameda County	EPI_ISL_739340
20AC0015523	USA/CA-CZB-14411/2020	2020-06-29	North America	USA	California	Alameda County	EPI_ISL_739189
20AC0017160	USA/CA-CZB-14417/2020	2020-07-08	North America	USA	California	Alameda County	EPI_ISL_739241
20AC0026045	USA/CA-CZB-13417/2020	2020-09-03	North America	USA	California	Alameda County	EPI_ISL_672464
20AC0025730	USA/CA-CZB-13388/2020	2020-08-31	North America	USA	California	Alameda County	EPI_ISL_672455
SCOV20474	USA/CA-CZB-11865/2020	2020-10-04	North America	USA	California	Alameda County	EPI_ISL_625619
SCOV20838	USA/CA-CZB-11852/2020	2020-10-01	North America	USA	California	Alameda County	EPI_ISL_625612
SCOV20111	USA/CA-CZB-11185/2020	2020-09-16	North America	USA	California	Alameda County	EPI_ISL_625539
SCOV20902	USA/CA-CZB-11188/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625542
SCOV20914	USA/CA-CZB-11186/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625540
20SCPH43474	USA/CA-CZB-3886/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548512
20SCPH43476	USA/CA-CZB-3887/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548533
20SCPH43487	USA/CA-CZB-3888/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548523
20SCPH43369	USA/CA-CZB-3889/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548496
20SCPH43371	USA/CA-CZB-3890/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548543
20SCPH43385	USA/CA-CZB-3891/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548498
20SCPH43388	USA/CA-CZB-3892/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548530
20SCPH43394	USA/CA-CZB-3893/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548547
20SCPH43398	USA/CA-CZB-3894/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548525
20SCPH44037	USA/CA-CZB-3895/2020	2020-07-26	North America	USA	California	Santa Clara County	EPI_ISL_548568
20SCPH44045	USA/CA-CZB-3896/2020	2020-07-26	North America	USA	California	Santa Clara County	EPI_ISL_548541
20SCPH43358	USA/CA-CZB-3897/2020	2020-07-21	North America	USA	California	Santa Clara County	EPI_ISL_548503
20SCPH45019	USA/CA-CZB-3995/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548598
20SCPH44699	USA/CA-CZB-3996/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548632
20SCPH45285	USA/CA-CZB-3997/2020	2020-07-30	North America	USA	California	Santa Clara County	EPI_ISL_548605
20SCPH44625	USA/CA-CZB-3998/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548604
20SCPH44626	USA/CA-CZB-3999/2020	2020-07-29	North America	USA	California	Santa Clara County	EPI_ISL_548657
20SCPH55229	USA/CA-CZB-6989/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582916
20SCPH55230	USA/CA-CZB-6990/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582917
20SCPH55231	USA/CA-CZB-6991/2020	2020-09-03	North America	USA	California	Santa Clara County	EPI_ISL_582918
20SCPH55232	USA/CA-CZB-6992/2020	2020-09-04	North America	USA	California	Santa Clara County	EPI_ISL_582919
20SCPH55233	USA/CA-CZB-6993/2020	2020-08-30	North America	USA	California	Santa Clara County	EPI_ISL_582920
20SCPH55234	USA/CA-CZB-6994/2020	2020-08-04	North America	USA	California	Santa Clara County	EPI_ISL_582921
20SCPH55235	USA/CA-CZB-6995/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582922
20SCPH55236	USA/CA-CZB-6996/2020	2020-09-01	North America	USA	California	Santa Clara County	EPI_ISL_582923
20SCPH55237	USA/CA-CZB-6997/2020	2020-08-04	North America	USA	California	Santa Clara County	EPI_ISL_582924.2
20SCPH55239	USA/CA-CZB-6999/2020	2020-08-04	North America	USA	California	Santa Clara County	EPI_ISL_582925
20SCPH53894	USA/CA-CZB-7205/2020	2020-08-04	North America	USA	California	Santa Clara County	EPI_ISL_582941
20SCPH54613	USA/CA-CZB-7207/2020	2020-08-28	North America	USA	California	Santa Clara County	EPI_ISL_582942
20SCPH57831	USA/CA-CZB-10967/2020	2020-09-16	North America	USA	California	Santa Clara County	EPI_ISL_582943
20SCPH57855	USA/CA-CZB-10971/2020	2020-09-16	North America	USA	California	Santa Clara County	EPI_ISL_582945
20SCPH57863	USA/CA-CZB-10972/2020	2020-09-16	North America	USA	California	Santa Clara County	EPI_ISL_582946
20SCPH58616	USA/CA-CZB-10978/2020	2020-09-17	North America	USA	California	Santa Clara County	EPI_ISL_582947
20SCPH58153	USA/CA-CZB-10985/2020	2020-09-16	North America	USA	California	Santa Clara County	EPI_ISL_582948
20SCPH60433	USA/CA-CZB-11007/2020	2020-09-22	North America	USA	California	Santa Clara County	EPI_ISL_582949
20SCPH59840	USA/CA-CZB-11008/2020	2020-08-20	North America	USA	California	Santa Clara County	EPI_ISL_582950
20SCPH61583	USA/CA-CZB-11017/2020	2020-08-24	North America	USA	California	Santa Clara County	EPI_ISL_582957
20SCPH61584	USA/CA-CZB-11018/2020	2020-08-28	North America	USA	California	Santa Clara County	EPI_ISL_582958
20SCPH60453	USA/CA-CZB-11644/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625478
20SCPH60474	USA/CA-CZB-11646/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625479
20SCPH61246	USA/CA-CZB-11649/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625480
20SCPH60781	USA/CA-CZB-11652/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625481
20SCPH60602	USA/CA-CZB-11656/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625482
20SCPH61816	USA/CA-CZB-11663/2020	2020-09-24	North America	USA	California	Santa Clara County	EPI_ISL_625483
20SCPH62656	USA/CA-CZB-11673/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625486
20SCPH62657	USA/CA-CZB-11674/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_625487
20SCPH62658	USA/CA-CZB-11675/2020	2020-09-24	North America	USA	California	Santa Clara County	EPI_ISL_625488
20SCPH63398	USA/CA-CZB-11691/2020	2020-09-27	North America	USA	California	Santa Clara County	EPI_ISL_625497
20SCPH63966	USA/CA-CZB-11692/2020	2020-09-28	North America	USA	California	Santa Clara County	EPI_ISL_625498
20SCPH64921	USA/CA-CZB-11693/2020	2020-09-27	North America	USA	California	Santa Clara County	EPI_ISL_625499
20SCPH11078	USA/CA-CZB-11872/2020	2020-04-10	North America	USA	California	Santa Clara County	EPI_ISL_625594
20SCPH10986	USA/CA-CZB-11873/2020	2020-04-09	North America	USA	California	Santa Clara County	EPI_ISL_625595
20SCPH10783	USA/CA-CZB-11874/2020	2020-04-08	North America	USA	California	Santa Clara County	EPI_ISL_625596
20SCPH10794	USA/CA-CZB-11875/2020	2020-04-08	North America	USA	California	Santa Clara County	EPI_ISL_625597
20SCPH10818	USA/CA-CZB-11876/2020	2020-04-08	North America	USA	California	Santa Clara County	EPI_ISL_625598
20SCPH10795	USA/CA-CZB-11879/2020	2020-04-08	North America	USA	California	Santa Clara County	EPI_ISL_625599
20SCPH66201	USA/CA-CZB-11908/2020	2020-10-04	North America	USA	California	Santa Clara County	EPI_ISL_625600
20SCPH66202	USA/CA-CZB-11909/2020	2020-10-01	North America	USA	California	Santa Clara County	EPI_ISL_625601
20SCPH66421	USA/CA-CZB-11920/2020	2020-10-04	North America	USA	California	Santa Clara County	EPI_ISL_625602
20SCPH66986	USA/CA-CZB-11925/2020	2020-10-06	North America	USA	California	Santa Clara County	EPI_ISL_625603
20SCPH66987	USA/CA-CZB-11926/2020	2020-10-06	North America	USA	California	Santa Clara County	EPI_ISL_625604
20SCPH66989	USA/CA-CZB-11928/2020	2020-10-06	North America	USA	California	Santa Clara County	EPI_ISL_625605
SCOV20132	USA/CA-CZB-11184/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625538
SCOV20270	USA/CA-CZB-11183/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625537
SCOV20756	USA/CA-CZB-11181/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625535
SCOV20526	USA/CA-CZB-11179/2020	2020-09-15	North America	USA	California	Alameda County	EPI_ISL_625534
20SCPH66990	USA/CA-CZB-11929/2020	2020-10-06	North America	USA	California	Santa Clara County	EPI_ISL_625606
20SCPH67095	USA/CA-CZB-11931/2020	2020-10-06	North America	USA	California	Santa Clara County	EPI_ISL_625607
20SCPH67836	USA/CA-CZB-12299/2020	2020-10-07	North America	USA	California	Santa Clara County	EPI_ISL_648391
20SCPH67839	USA/CA-CZB-12300/2020	2020-10-07	North America	USA	California	Santa Clara County	EPI_ISL_648392
20SCPH67770	USA/CA-CZB-12303/2020	2020-10-07	North America	USA	California	Santa Clara County	EPI_ISL_648393
20SCPH68784	USA/CA-CZB-12330/2020	2020-10-08	North America	USA	California	Santa Clara County	EPI_ISL_648408
20SCPH69227	USA/CA-CZB-12340/2020	2020-10-11	North America	USA	California	Santa Clara County	EPI_ISL_648415
20SCPH69228	USA/CA-CZB-12341/2020	2020-10-11	North America	USA	California	Santa Clara County	EPI_ISL_648416
20SCPH69433	USA/CA-CZB-12344/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648418
20SCPH69434	USA/CA-CZB-12345/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648419
20SCPH69435	USA/CA-CZB-12346/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648420
20SCPH69670	USA/CA-CZB-12348/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648421
20SCPH69562	USA/CA-CZB-12350/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648422
20SCPH69172	USA/CA-CZB-12351/2020	2020-10-08	North America	USA	California	Santa Clara County	EPI_ISL_648423
20SCPH69890	USA/CA-CZB-12352/2020	2020-10-13	North America	USA	California	Santa Clara County	EPI_ISL_648424
20SCPH70123	USA/CA-CZB-12353/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648425
20SCPH70124	USA/CA-CZB-12354/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648426
20SCPH70129	USA/CA-CZB-12355/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648427
20SCPH70136	USA/CA-CZB-12356/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648428
20SCPH70139	USA/CA-CZB-12358/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648429
20SCPH70141	USA/CA-CZB-12359/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648430
20SCPH70142	USA/CA-CZB-12360/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648431
20SCPH70144	USA/CA-CZB-12362/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648432
20SCPH70149	USA/CA-CZB-12363/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648433
20SCPH70155	USA/CA-CZB-12364/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648434
20SCPH70164	USA/CA-CZB-12365/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648435
20SCPH70182	USA/CA-CZB-12366/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648436
20SCPH69699	USA/CA-CZB-12774/2020	2020-10-12	North America	USA	California	Santa Clara County	EPI_ISL_648437
20SCPH70315	USA/CA-CZB-12775/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648438
20SCPH70320	USA/CA-CZB-12776/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648439
20SCPH70385	USA/CA-CZB-12777/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648440
20SCPH70924	USA/CA-CZB-12779/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648441
20SCPH71153	USA/CA-CZB-12781/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648442
20SCPH70687	USA/CA-CZB-12786/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648443
20SCPH70835	USA/CA-CZB-12788/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648445
20SCPH70837	USA/CA-CZB-12789/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648446
20SCPH70552	USA/CA-CZB-12791/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648447
20SCPH70565	USA/CA-CZB-12792/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648448
20SCPH70573	USA/CA-CZB-12793/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648449
20SCPH70795	USA/CA-CZB-12795/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648450
20SCPH70841	USA/CA-CZB-12796/2020	2020-10-14	North America	USA	California	Santa Clara County	EPI_ISL_648451
20SCPH71522	USA/CA-CZB-12798/2020	2020-10-15	North America	USA	California	Santa Clara County	EPI_ISL_648452
20SCPH71537	USA/CA-CZB-12800/2020	2020-10-15	North America	USA	California	Santa Clara County	EPI_ISL_648453
20SCPH71603	USA/CA-CZB-12802/2020	2020-10-15	North America	USA	California	Santa Clara County	EPI_ISL_648454
20SCPH71644	USA/CA-CZB-12804/2020	2020-10-15	North America	USA	California	Santa Clara County	EPI_ISL_648455
20SCPH71650	USA/CA-CZB-12805/2020	2020-10-16	North America	USA	California	Santa Clara County	EPI_ISL_648456
20SCPH71795	USA/CA-CZB-12806/2020	2020-10-16	North America	USA	California	Santa Clara County	EPI_ISL_648457
20SCPH71818	USA/CA-CZB-12807/2020	2020-10-16	North America	USA	California	Santa Clara County	EPI_ISL_648458
20SCPH71924	USA/CA-CZB-12808/2020	2020-10-13	North America	USA	California	Santa Clara County	EPI_ISL_648459
20SCPH55629	USA/CA-CZB-12809/2020	2020-09-02	North America	USA	California	Santa Clara County	EPI_ISL_648460
20SCPH56808	USA/CA-CZB-12810/2020	2020-09-05	North America	USA	California	Santa Clara County	EPI_ISL_648461
20SCPH57320	USA/CA-CZB-12811/2020	2020-09-09	North America	USA	California	Santa Clara County	EPI_ISL_648462
20SCPH57654	USA/CA-CZB-12812/2020	2020-09-10	North America	USA	California	Santa Clara County	EPI_ISL_648463
20SCPH57711	USA/CA-CZB-12813/2020	2020-09-09	North America	USA	California	Santa Clara County	EPI_ISL_648464
20SCPH58341	USA/CA-CZB-12814/2020	2020-09-10	North America	USA	California	Santa Clara County	EPI_ISL_648465
20SCPH59428	USA/CA-CZB-12815/2020	2020-09-14	North America	USA	California	Santa Clara County	EPI_ISL_648466
20SCPH63688	USA/CA-CZB-12816/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_648467
20SCPH66070	USA/CA-CZB-12817/2020	2020-09-26	North America	USA	California	Santa Clara County	EPI_ISL_648468
20SCPH66125	USA/CA-CZB-12818/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_648469
20SCPH67315	USA/CA-CZB-12819/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_648470
20SCPH69058	USA/CA-CZB-12821/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_648472
20SCPH69062	USA/CA-CZB-12822/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_648473
20SCPH71943	USA/CA-CZB-12823/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_648474
20SCPH71944	USA/CA-CZB-12824/2020	2020-09-23	North America	USA	California	Santa Clara County	EPI_ISL_648475
20SCPH73399	USA/CA-CZB-12837/2020	2020-10-20	North America	USA	California	Santa Clara County	EPI_ISL_648483
20SCPH73401	USA/CA-CZB-12838/2020	2020-10-20	North America	USA	California	Santa Clara County	EPI_ISL_648484
20SCPH73402	USA/CA-CZB-12839/2020	2020-10-20	North America	USA	California	Santa Clara County	EPI_ISL_648485
20SCPH73403	USA/CA-CZB-12840/2020	2020-10-20	North America	USA	California	Santa Clara County	EPI_ISL_648486
20SCPH72729	USA/CA-CZB-12842/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648487
20SCPH72731	USA/CA-CZB-12843/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648488
20SCPH72766	USA/CA-CZB-12844/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648489
20SCPH73182	USA/CA-CZB-12845/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648490
20SCPH72692	USA/CA-CZB-12846/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648491
20SCPH72708	USA/CA-CZB-12847/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648492
20SCPH73349	USA/CA-CZB-12852/2020	2020-10-20	North America	USA	California	Santa Clara County	EPI_ISL_648493
20SCPH73409	USA/CA-CZB-12854/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648494
20SCPH73412	USA/CA-CZB-12855/2020	2020-10-19	North America	USA	California	Santa Clara County	EPI_ISL_648495
20SCPH64578	USA/CA-CZB-11890/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_672282
20SCPH64340	USA/CA-CZB-11887/2020	2020-09-30	North America	USA	California	Santa Clara County	EPI_ISL_672281
20SCPH66023	USA/CA-CZB-11901/2020	2020-10-03	North America	USA	California	Santa Clara County	EPI_ISL_672286
